city,property_type,neighbourhood,listing_url,room_type,guests,bedrooms,beds,bathrooms,bathroom_type,price_per_night,rating,review_count,latitude,longitude,is_superhost,host_response_rate,host_identity_verified,free_cancellation,amenities
"New York, NY, USA",Hotel,New York,https://www.airbnb.com/rooms/992970965790772607,Room,2,1,1,0.5,shared,314,4.69,438,40.75552,-73.992,True,100,True,False,"Hair dryer, Shampoo, Body soap, Washer, Essentials, Hangers, Bed linens, Iron, Safe, TV with standard cable, Air conditioning, Heating, Smoke alarm, Carbon monoxide alarm, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Dishes and silverware, Dishwasher, Coffee maker, Private entrance, Elevator, Gym, Paid parking off premises, Pets allowed, Long term stays allowed, Host greets you"
"New York, NY, USA",Bed and breakfast,Manhattan,https://www.airbnb.com/rooms/858697692672545141,Private room,1,1,1,0.5,shared,142,4.68,287,40.74972,-73.99472,False,100,True,False,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Essentials, Bed linens, Extra pillows and blankets, Iron, Books and reading material, Air conditioning, Portable fans, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Mini fridge, Freezer, Hot water kettle, Coffee maker, Toaster, Dining table, Coffee, Laundromat nearby, Paid parking garage off premises, Luggage dropoff allowed, Breakfast, Long term stays allowed, Self check-in, Building staff, Unavailable: KitchenKitchen, Unavailable: TVTV, Unavailable: WasherWasher, Unavailable: Private entrancePrivate entrance"
