city,property_type,neighbourhood,listing_url,room_type,guests,bedrooms,beds,bathrooms,bathroom_type,price_per_night,rating,review_count,latitude,longitude,is_superhost,host_response_rate,host_identity_verified,free_cancellation,amenities
"Los Angeles, CA, USA",Apartment,Los Angeles,https://www.airbnb.com/rooms/1256752579877769406,Entire rental unit,3.0,0.0,2.0,1.0,private,192,4.67,148,34.07743,-118.35876,False,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Dryer, Essentials, Hangers, Bed linens, Iron, Drying rack for clothing, TV, Crib, Air conditioning, Heating, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Blender, Dining table, Coffee, BBQ grill, Free parking on premises, Pets allowed, Long term stays allowed, Self check-in, Keypad, Unavailable: Private entrancePrivate entrance"
"Los Angeles, CA, USA",Home,Whittier,https://www.airbnb.com/rooms/1543547168357089520,Entire home,6.0,3.0,3.0,2.0,private,296,5.0,9,33.9715,-118.0171,True,100.0,True,False,"Bathtub, Hair dryer, Shampoo, Hot water, Free washer, Dryer, Essentials, Hangers, Bed linens, Iron, TV, Books and reading material, Board games, Central air conditioning, Indoor fireplace, Heating, Exterior security cameras on property, Smoke alarm, Fire extinguisher, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Coffee maker, Wine glasses, Toaster, Blender, Dining table, Coffee, Private entrance, Patio or balcony, Backyard - Fully fenced, Fire pit, Outdoor furniture, Outdoor dining area, Self check-in, Smart lock, Unavailable: Carbon monoxide alarmCarbon monoxide alarm"
"Los Angeles, CA, USA",Apartment,Long Beach,https://www.airbnb.com/rooms/1215229738658650316,Entire rental unit,6.0,2.0,2.0,1.0,private,571,4.98,98,33.7486,-118.124,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Outdoor shower, Hot water, Shower gel, Washer, Free dryer – In building, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage, TV, Children’s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old, Fireplace guards, Indoor fireplace: gas, Ceiling fan, Portable fans, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Barbecue utensils, Dining table, Coffee, Waterfront, Beach access, Private entrance, Laundromat nearby, Private patio or balcony, Outdoor furniture, Outdoor dining area, BBQ grill, Beach essentials, Free parking on premises, Free street parking, Pets allowed, Luggage dropoff allowed, Breakfast, Long term stays allowed, Self check-in, Lockbox, Housekeeping - available at extra cost, Unavailable: Air conditioningAir conditioning"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/1392307118964336298,Entire home,8.0,4.0,4.0,3.0,private,552,5.0,9,34.2394,-118.2809,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Outdoor shower, Hot water, Washer, Dryer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Safe, Clothing storage, TV, Ping pong table, Air conditioning, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Kitchen, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Blender, Rice maker, Trash compactor, Dining table, Coffee, Bread maker, Private entrance, Patio or balcony, Backyard, Outdoor furniture, Outdoor dining area, BBQ grill, Sun loungers, Free driveway parking on premises – 3 spaces, Free street parking, Pool, Single level home, Pets allowed"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/1605387842435045827,Entire home,12.0,5.0,5.0,5.0,private,1490,5.0,2,34.17758,-118.63204,False,100.0,True,False,"Bathtub, Hair dryer, Body soap, Outdoor shower, Hot water, Washer, Free dryer, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage, TV, Air conditioning, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Microwave, Cooking basics, Dishes and silverware, Dishwasher, Hot water kettle, Coffee maker: Keurig coffee machine, Dining table, Private backyard – Fully fenced, Fire pit, Outdoor dining area, BBQ grill, Free parking on premises, Free street parking, Pool, Self check-in, Smart lock, Unavailable: EssentialsEssentials"
"Los Angeles, CA, USA",Room,Los Angeles,https://www.airbnb.com/rooms/1003080836717115004,Room,,,1.0,1.0,private,174,4.99,104,34.1018,-118.44462,True,100.0,True,False,"Bathtub, Hair dryer, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Bed linens, Iron, Safe, Clothing storage: walk-in closet, TV, Air conditioning, Central heating, Lock on bedroom door, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Wifi, Dedicated workspace, Kitchen, Refrigerator, Cooking basics, Dishes and silverware, Dishwasher, Stove, Coffee maker: Keurig coffee machine, Dining table, Coffee, Patio or balcony, Free parking on premises, Self check-in, Smart lock, Unavailable: WasherWasher, Unavailable: DryerDryer, Unavailable: EssentialsEssentials"
"Los Angeles, CA, USA",Home,Venice,https://www.airbnb.com/rooms/958435,Entire home,9.0,3.0,11.0,2.0,private,1204,4.97,710,33.9849,-118.4619,True,100.0,True,False,"Bathtub, Hair dryer, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Dryer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage, TV with standard cable, HBO Max, Netflix, Exercise equipment, Books and reading material, Crib, Pack ’n play/Travel crib, High chair, Baby safety gates, Air conditioning, Indoor fireplace, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Barbecue utensils, Coffee, Beach access, Private entrance, Patio or balcony, Backyard, Fire pit, BBQ grill, Sun loungers, Free parking on premises, Free street parking, Pets allowed, Luggage dropoff allowed, Long term stays allowed, Self check-in, Smart lock"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/52142576,Entire home,2.0,1.0,1.0,1.0,private,366,5.0,159,34.1102,-118.3324,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, MALIN+GOETZ  shampoo, MALIN+GOETZ conditioner, MALIN+GOETZ body soap, Hot water, Free washer – In building, Free dryer – In building, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage: walk-in closet and dresser, 40 inch HDTV with HBO Max, Apple TV, Chromecast, Amazon Prime Video, Netflix, standard cable, Sonos Bluetooth sound system, Books and reading material, Central air conditioning, Indoor fireplace: gas, Central heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Fast wifi – 192 Mbps, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, O’Keefe & Merrit gas stove, O’Keefe & Merritt oven, Hot water kettle, Coffee maker: Keurig coffee machine, Wine glasses, Toaster, Baking sheet, Blender, Barbecue utensils, Dining table, Coffee, Private entrance, Private patio or balcony, Outdoor furniture, Outdoor dining area, Private BBQ grill: gas, Free driveway parking on premises – 1 space, Luggage dropoff allowed, Long term stays allowed, Self check-in, Keypad"
"Los Angeles, CA, USA",Home,Compton,https://www.airbnb.com/rooms/1600181613234856780,Entire home,10.0,4.0,4.0,2.0,private,245,5.0,11,33.91372,-118.2465,False,96.0,True,False,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Washer, Dryer, Essentials, Bed linens, Extra pillows and blankets, Iron, Clothing storage, TV, Air conditioning, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Refrigerator, Cooking basics, Dishes and silverware, Stove, Oven, Wine glasses, Dining table, Pets allowed, Unavailable: KitchenKitchen, Unavailable: WifiWifi, Unavailable: Private entrancePrivate entrance"
"Los Angeles, CA, USA",Apartment,Beverly Hills,https://www.airbnb.com/rooms/1593073539063463403,Entire rental unit,2.0,0.0,1.0,1.0,private,328,5.0,3,34.06365,-118.37459,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Dryer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage, TV, Sound system, Exercise equipment, Pool table, Crib, Pack ’n play/Travel crib, Air conditioning, Heating, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Toaster, Baking sheet, Dining table, Coffee, Laundromat nearby, Patio or balcony, Fire pit, BBQ grill, Beach essentials, Free parking on premises, Pool, Hot tub, Elevator, EV charger, Pets allowed, Luggage dropoff allowed, Long term stays allowed, Self check-in, Lockbox, Cleaning available during stay, Unavailable: Exterior security cameras on propertyExterior security cameras on property"
"Los Angeles, CA, USA",Home,San Gabriel,https://www.airbnb.com/rooms/1601166010025552386,Entire home,8.0,3.0,4.0,1.0,private,346,5.0,16,34.1106,-118.1012,False,100.0,True,False,"Hair dryer, Shampoo, Conditioner, Body soap, Hot water, Washer, Dryer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Iron, Clothing storage, TV, Air conditioning, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, First aid kit, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Stove, Oven, Coffee maker, Toaster, Dining table, Coffee, Private entrance, Backyard, Free parking on premises, Self check-in, Keypad"
"Los Angeles, CA, USA",Home,Torrance,https://www.airbnb.com/rooms/953914896102274759,Entire home,6.0,3.0,4.0,2.0,private,265,5.0,138,33.87731,-118.32754,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Free washer – In building, Free dryer – In building, Essentials, Hangers, Extra pillows and blankets, Iron, Clothing storage: walk-in closet and closet, TV, Air conditioning, Portable fans, Central heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Gas stove, Single oven, Coffee maker: drip coffee maker, Keurig coffee machine, Wine glasses, Toaster, Baking sheet, Dining table, Free street parking, Long term stays allowed, Self check-in, Smart lock"
"Los Angeles, CA, USA",Home,Monrovia,https://www.airbnb.com/rooms/1348173242277674418,Entire home,6.0,3.0,3.0,3.0,private,483,5.0,34,34.15997,-117.99385,True,95.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Bidet, Hot water, Shower gel, Washer, Free dryer – In unit, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage: walk-in closet, closet, wardrobe, and dresser, Ethernet connection, TV, Record player, Sound system, Books and reading material, Pack ’n play/Travel crib - available upon request, Children’s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old, Standalone high chair - available upon request, Children’s dinnerware, Fireplace guards, Board games, Air conditioning, Indoor fireplace, Ceiling fan, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Mini fridge, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Rice maker, Barbecue utensils, Dining table, Coffee, Private entrance, Patio or balcony, Backyard, Fire pit, Outdoor furniture, Outdoor dining area, Outdoor kitchen, BBQ grill, Sun loungers, Free parking on premises, Free street parking, Pool, Single level home, Pets allowed, Luggage dropoff allowed, Long term stays allowed"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/11851536,Entire home,6.0,2.0,3.0,2.0,private,616,4.99,281,34.14005,-118.41657,True,100.0,True,False,"Bathtub, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Dryer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet, wardrobe, and dresser, HDTV with Apple TV, Amazon Prime Video, Hulu, HBO Max, Roku, Netflix, standard cable, Chromecast, Sound system, Books and reading material, Crib, Pack ’n play/Travel crib, Children’s books and toys, High chair, Children’s dinnerware, Baby monitor, Board games, Central air conditioning, Heating, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Rice maker, Barbecue utensils, Dining table, Coffee, Private entrance, Private patio or balcony, Backyard, Outdoor furniture, Outdoor dining area, BBQ grill, Beach essentials, Sun loungers, Free parking on premises, Free street parking, Private outdoor pool - available all year, open 24 hours, olympic-sized, pool toys, saltwater, Private hot tub, Luggage dropoff allowed, Breakfast, Long term stays allowed, Self check-in, Lockbox, Host greets you"
"Los Angeles, CA, USA",Home,Pico Rivera,https://www.airbnb.com/rooms/1344275222687074248,Entire home,6.0,3.0,3.0,1.0,private,266,4.93,73,33.98596,-118.09244,True,100.0,True,False,"Hair dryer, Shampoo, Body soap, Hot water, Washer, Free dryer, Hangers, Bed linens, Iron, Clothing storage: closet and dresser, Ethernet connection, TV, Sound Bar sound system, Life size games, Air conditioning, Ceiling fan, Central heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, GE gas stove, Oven, Coffee maker: Keurig coffee machine, Wine glasses, Toaster, Blender, Barbecue utensils, Fire pit, Outdoor furniture, Outdoor dining area, BBQ grill: gas, Free parking on premises, Free street parking, Pets allowed, Luggage dropoff allowed, Long term stays allowed, Self check-in, Smart lock, Unavailable: EssentialsEssentials"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/784687376602438213,Entire home,8.0,4.0,4.0,4.0,private,433,5.0,34,33.9864,-118.3754,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Free washer – In unit, Free dryer – In unit, Essentials, Hangers, Bed linens, Extra pillows and blankets, Iron, Clothing storage: closet and dresser, 65 inch HDTV with Amazon Prime Video, Fire TV, Hulu, Netflix, Piano, Sonos Bluetooth sound system, Books and reading material, Pack ’n play/Travel crib, Fireplace guards, Board games, Outdoor playground, Central air conditioning, Indoor fireplace: wood-burning, Ceiling fan, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Other gas stove, KitchenAid stainless steel oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Barbecue utensils, Dining table, Coffee, Private entrance, Laundromat nearby, Private patio or balcony, Private backyard – Fully fenced, Fire pit, Outdoor furniture, Outdoor dining area, BBQ grill, Sun loungers, Free parking on premises, Private hot tub, Single level home, Long term stays allowed, Self check-in, Smart lock"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/1442922580362659451,Entire home,10.0,4.0,8.0,3.0,private,332,5.0,14,34.17697,-118.5098,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage, TV, Air conditioning, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Coffee maker, Wine glasses, Toaster, Baking sheet, Blender, Coffee, Fire pit, Outdoor dining area, BBQ grill, Free parking on premises, Pets allowed, Self check-in, Smart lock, Unavailable: DryerDryer"
"Los Angeles, CA, USA",Bungalow,Malibu,https://www.airbnb.com/rooms/1634860687584622504,Entire bungalow,5.0,1.0,2.0,1.0,private,222,5.0,4,34.04059,-118.65806,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage, TV, Air conditioning, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Beach access, Free parking on premises, Pets allowed, Self check-in, Smart lock, Unavailable: Private entrancePrivate entrance"
"Los Angeles, CA, USA",Room,Inglewood,https://www.airbnb.com/rooms/35972599,Private RoomShareSaveShow all photos,,,1.0,0.5,shared,126,4.91,350,33.94271,-118.35175,False,100.0,True,False,"Hair dryer, Hot water, Dryer, Essentials, Hangers, Bed linens, Iron, TV, Air conditioning, Radiant heating, Lock on bedroom door, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Wifi, Dedicated workspace, Refrigerator, Coffee, Private entrance, Free parking on premises, Unavailable: KitchenKitchen, Unavailable: WasherWasher"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/1572952336887669861,Entire home,10.0,4.0,6.0,3.0,private,889,5.0,11,34.26755,-118.49418,True,100.0,True,False,"Hair dryer, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Dryer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Mosquito net, Clothing storage, TV, Arcade games, Board games, Air conditioning, Indoor fireplace, Heating, Noise decibel monitors on property, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Blender, Barbecue utensils, Dining table, Coffee, Private entrance, Patio or balcony, Backyard, Outdoor furniture, BBQ grill, Sun loungers, Free parking on premises, Free street parking, Pool"
"Los Angeles, CA, USA",Apartment,Los Angeles,https://www.airbnb.com/rooms/1630862841688372069,Entire rental unit,4.0,2.0,2.0,2.0,private,282,5.0,1,34.05718,-118.28606,False,100.0,True,False,"Shampoo, Conditioner, Body soap, Hot water, Shower gel, Washer, Free dryer – In unit, Essentials, Iron, Clothing storage: walk-in closet, TV, Exercise equipment, Pool table, Air conditioning, Central heating, Smoke alarm, Carbon monoxide alarm, First aid kit, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Toaster, Dining table, BBQ grill, Free parking on premises, Pool, Shared gym in building, Pets allowed, Unavailable: Exterior security cameras on propertyExterior security cameras on property"
"Los Angeles, CA, USA",Home,Duarte,https://www.airbnb.com/rooms/1592500461736934999,Entire home,5.0,2.0,2.0,1.0,private,163,5.0,12,34.13251,-117.98127,True,100.0,True,False,"Hair dryer, Shampoo, Conditioner, Hot water, Shower gel, Washer, Dryer – In unit, Hangers, Bed linens, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet, TV, Crib - available upon request, Air conditioning, Central heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Other gas stove, Oven, Hot water kettle, Coffee maker, Coffee, Private entrance, Free parking on premises, Free street parking, Long term stays allowed, Self check-in, Keypad, Unavailable: EssentialsEssentials"
"Los Angeles, CA, USA",Guest suite,Los Angeles,https://www.airbnb.com/rooms/1553369153595170853,Entire guest suite,4.0,2.0,2.0,1.0,private,239,5.0,9,34.04629,-118.17574,True,100.0,True,False,"Bathtub, Hair dryer, Shampoo, Conditioner, Body soap, Hot water, Washer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Iron, Safe, Clothing storage, Ethernet connection, TV, Crib, Air conditioning, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Wifi, Dedicated workspace, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Stove, Oven, Hot water kettle, Coffee maker: Keurig coffee machine, Wine glasses, Toaster, Rice maker, Dining table, Coffee, Private entrance, Laundromat nearby, Outdoor dining area, Free parking on premises, Long term stays allowed, Self check-in, Keypad, Unavailable: DryerDryer, Unavailable: HeatingHeating"
"Los Angeles, CA, USA",Guesthouse,Los Angeles,https://www.airbnb.com/rooms/614666852618816954,Entire guesthouse,4.0,2.0,2.0,1.0,private,340,4.99,161,34.15702,-118.3997,True,100.0,True,False,"Garden view, Courtyard view, Pool view, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Mosquito net, Clothing storage: walk-in closet, closet, and dresser, Ethernet connection, 65 inch HDTV with Apple TV, Disney+, HBO Max, Fire TV, Hulu, Netflix, Karaoke Machine sound system with aux, Exercise equipment, Books and reading material, Crib - always at the listing, Pack ’n play/Travel crib - always at the listing, Children’s books and toys for ages 5-10 years old and 10+ years old, Baby bath, Children’s dinnerware, Window guards, Outlet covers, Board games, Baby safety gates, Children's playroom, Outdoor playground, Central air conditioning, Ceiling fan, Portable fans, Central heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, Fast wifi – 96 Mbps, Dedicated workspace, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Mini fridge, Freezer, Ninja 14-in-1 Double Oven/ Air Fryer w/ Flex Door stainless steel double oven, Hot water kettle, Coffee maker: Keurig coffee machine, Wine glasses, Toaster, Baking sheet, Blender, Rice maker, Trash compactor, Barbecue utensils, Kitchenette, Dining table, Coffee, Private entrance, Laundromat nearby, Free resort access, Private patio or balcony, Private backyard – Fully fenced, Fire pit, Outdoor furniture, Outdoor dining area, Outdoor kitchen, BBQ grill, Sun loungers, Free parking on premises, Free street parking, Private outdoor pool - available seasonally, open specific hours, pool toys, Private hot tub - available all year, open specific hours, Luggage dropoff allowed, Long term stays allowed, Self check-in, Smart lock, Unavailable: KitchenKitchen, Unavailable: WasherWasher, Unavailable: Paid dryer – In buildingPaid dryer – In building"
"Los Angeles, CA, USA",Home,Los Angeles,https://www.airbnb.com/rooms/50419739,Entire home,6.0,2.0,3.0,2.0,private,645,4.99,84,34.1585,-118.4207,True,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Ginger Lily Farms conditioner, Ginger Lily Farms body soap, Hot water, Shower gel, Free washer – In unit, Free dryer – In unit, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage: walk-in closet and closet, HDTV with premium cable, Denon sound system, Books and reading material, Fireplace guards, Central air conditioning, Indoor fireplace: gas, Portable fans, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, KitchenAide refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, WOLF stainless steel gas stove, WOLF stainless steel oven, Coffee maker: Keurig coffee machine, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee, Private entrance, Private patio or balcony, Private backyard – Fully fenced, Outdoor furniture, Outdoor dining area, Free driveway parking on premises – 1 space, Free street parking, Private outdoor pool - available all year, open 24 hours, Single level home, Luggage dropoff allowed, Long term stays allowed, Self check-in, Keypad"
"Los Angeles, CA, USA",Home,Compton,https://www.airbnb.com/rooms/1547196045240677482,Entire home,10.0,3.0,5.0,2.0,private,214,5.0,21,33.91435,-118.24593,True,100.0,True,False,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Bidet, Hot water, Shower gel, Washer, Dryer, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage, TV with Fire TV, Air conditioning, Heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Baking sheet, Rice maker, Dining table, Coffee, Backyard, Outdoor furniture, Outdoor dining area, Pets allowed, Unavailable: Private entrancePrivate entrance"
"Los Angeles, CA, USA",Home,Long Beach,https://www.airbnb.com/rooms/1514720616297834884,Entire home,7.0,3.0,3.0,2.0,private,403,4.97,32,33.77067,-118.16699,True,100.0,True,False,"Hair dryer, Cleaning products, Ginger Lily shampoo, Conditioner, Ginger Lily body soap, Hot water, Shower gel, Free washer – In unit, Free dryer – In unit, Essentials, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: closet and dresser, 55 inch TV with Netflix, Amazon Prime Video, Record player, Books and reading material, Pack ’n play/Travel crib - always at the listing, Booster seat high chair - always at the listing, Baby monitor - always at the listing, Fireplace guards, Outlet covers, Board games, Central air conditioning, Indoor fireplace, Ceiling fan, Portable fans, Central heating, Exterior security cameras on property, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, First aid kit, Wifi, Dedicated workspace, Kitchen, CAFÉ refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, CAFÉ electric stove, CAFÉ stainless steel single oven, Hot water kettle, Coffee maker: drip coffee maker, french press, pour-over coffee, Wine glasses, Toaster, Baking sheet, Blender, Rice maker, Barbecue utensils, Dining table, Coffee, Shared beach access, Private entrance, Private patio or balcony, Private backyard – Fully fenced, Fire pit, Outdoor furniture, Outdoor dining area, Private BBQ grill: gas, Beach essentials, Free parking on premises, Free street parking, Hot tub, Single level home, Pets allowed, Luggage dropoff allowed, Self check-in, Keypad"
"Los Angeles, CA, USA",Apartment,Hermosa Beach,https://www.airbnb.com/rooms/1542308298647172544,Entire rental unit,4.0,0.0,2.0,1.0,private,251,4.93,15,33.8537,-118.39752,False,100.0,True,False,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Outdoor shower, Hot water, Iron, TV, Exercise equipment, Books and reading material, Crib, Heating, Smoke alarm, Carbon monoxide alarm, Fire extinguisher, Wifi, Kitchen, Refrigerator, Microwave, Cooking basics, Dishes and silverware, Freezer, Dishwasher, Stove, Oven, Hot water kettle, Coffee maker, Wine glasses, Toaster, Baking sheet, Trash compactor, Dining table, Coffee, Beach access, Patio or balcony, Fire pit, Beach essentials, Free parking on premises, Pool, Pets allowed, Unavailable: Exterior security cameras on propertyExterior security cameras on property, Unavailable: WasherWasher, Unavailable: Air conditioningAir conditioning, Unavailable: EssentialsEssentials, Unavailable: Private entrancePrivate entrance"
